"Site","DxG_block","paddock","genus_species","species_code","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","flower_heads","open_flowers","percent_green","lifespan","growth_form","photosynthetic_pathway","Date","Season","people","comments","leaf_thickness_.mm.","wet_leaf_weight_g","date_lab","people_lab","comments_lab","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Total.Area","NOTES","ID"
"TB",2,"HG","Oenothera_suffrtescuns","OESU",6.5,0,33,0,1,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.39,"0.0082","5/29/22","KB_KVL","","0.0972","0.0023",0.375,"","OESU_TB_2_HG"
"TB",3,"LG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","OESU_TB_3_LG"
"TB",3,"MG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","OESU_TB_3_MG"
"TB",3,"HG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","OESU_TB_3_HG"
"FK",1,"LG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"MG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"HG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"LG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"MG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"HG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"LG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"MG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"HG","Oenothera_suffrtescuns","OESU",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/2/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"MG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"HG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"LG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"MG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"HG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"LG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"MG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"HG","Oonipsis_multicaulis","OOMU",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Pascopyrum_smithii","PASM",17.4,1,2,2,0,0,55,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0628","5/28/22","KB_KVL","","0.0264","0.0216",2.126,"","PASM_TB_1_LG"
"TB",1,"MG","Pascopyrum_smithii","PASM",15.9,1,2,2,0,0,85,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.35,"0.0701","5/28/22","KB_KVL","","0.0433","0.0248",2.135,"","PASM_TB_1_MG"
"TB",1,"HG","Pascopyrum_smithii","PASM",14.3,1,2,0,0,0,98,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.33,"0.0364","5/28/22","KB_KVL","","0.0233","0.0108",1.261,"","PASM_TB_1_HG"
"TB",2,"LG","Pascopyrum_smithii","PASM",14.6,1,3,0,0,0,95,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.36,"0.848","5/28/22","KB_KVL","","0.0696","0.0317",2.922,"","PASM_TB_2_LG"
"TB",2,"MG","Pascopyrum_smithii","PASM",19,1,3,2,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.4,"0.1494","5/28/22","KB_KVL","","0.1193","0.0477",NA,NA,NA
"TB",2,"HG","Pascopyrum_smithii","PASM",11.8,1,2,0,0,0,98,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.0616","5/29/22","KB_KVL","","0.0359","0.0205",2.558,"","PASM_TB_2_HG"
"TB",3,"LG","Pascopyrum_smithii","PASM",16.4,1,3,0,0,0,80,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.32,"0.0749","5/29/22","KB_KVL","","0.0042","0.0236",3.111,"","PASM_TB_3_LG"
"TB",3,"MG","Pascopyrum_smithii","PASM",11.6,1,2,0,0,0,95,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.29,"0.0679","5/29/22","KB_KVL","","0.0422","0.0229",NA,NA,NA
"TB",3,"HG","Pascopyrum_smithii","PASM",15.6,1,3,1,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.0864","5/29/22","KB_KVL","","0.1311","0.0289",NA,NA,NA
"FK",1,"LG","Pascopyrum_smithii","PASM",12.5,1,3,0,0,0,75,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.46,"0.058","5/30/22","KB_KVL","","0.0726","0.0189",2.437,"","PASM_FK_1_LG"
"FK",1,"MG","Pascopyrum_smithii","PASM",20.3,1,3,2,0,0,60,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.45,"0.1455","5/30/22","KB_KVL","","0.1901","0.0479",5.338,"","PASM_FK_1_MG"
"FK",1,"HG","Pascopyrum_smithii","PASM",12.2,1,3,2,0,0,60,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.38,"0.0987","6/1/22","KB_KVL","","0.1235","0.0314",3.28,"","PASM_FK_1_HG"
"FK",2,"LG","Pascopyrum_smithii","PASM",12.9,1,3,0,0,0,95,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.38,"0.0605","6/1/22","KB_KVL","","0.1089","0.0209",2.03,"","PASM_FK_2_LG"
"FK",2,"MG","Pascopyrum_smithii","PASM",15.2,1,3,0,0,0,95,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.35,"0.1011","6/1/22","KB_KVL","","0.0946","0.034",3.526,"","PASM_FK_2_MG"
"FK",2,"HG","Pascopyrum_smithii","PASM",18.6,1,3,0,0,0,95,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.4,"0.1048","6/1/22","KB_KVL","","0.1748","0.0337",3.391,"","PASM_FK_2_HG"
"FK",3,"LG","Pascopyrum_smithii","PASM",16.4,1,3,1,0,0,90,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.48,"0.1083","6/1/22","KB_KVL","","0.1193","0.0367",3.474,"","PASM_FK_3_LG"
"FK",3,"MG","Pascopyrum_smithii","PASM",17.4,1,3,0,0,0,95,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.53,"0.1178","6/1/22","KB_KVL","","0.1099","0.0387",3.392,"","PASM_FK_3_MG"
"FK",3,"HG","Pascopyrum_smithii","PASM",11.9,1,3,0,0,0,98,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.51,"0.0374","6/2/22","KB_KVL","","0.0527","0.0121",1.049,"","PASM_FK_3_HG"
"FK",1,"LG","Pediomelum_esculentum","PEES",5.3,1,3,0,1,0,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.45,"0.1533","5/30/22","KB_KVL","","0.0845","0.0355",4.424,"","PEES_FK_1_LG"
"FK",1,"MG","Pediomelum_esculentum","PEES",7.9,3,6,0,5,0,99,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.36,"0.4168","5/30/22","KB_KVL","","0.9468","0.0957",10.754,"","PEES_FK_1_MG"
"FK",1,"HG","Pediomelum_esculentum","PEES",9.7,2,4,1,2,0,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.58,"0.4682","6/1/22","KB_KVL","","0.5919","0.988",10.774,"found","PEES_FK_1_HG"
"FK",2,"LG","Pediomelum_esculentum","PEES",7.5,4,5,0,5,0,100,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.38,"0.8191","6/1/22","KB_KVL","","0.9333","0.1686",15.975,"","PEES_FK_2_LG"
"FK",2,"MG","Pediomelum_esculentum","PEES",5.2,5,6,0,3,0,100,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.42,"0.5771","6/1/22","KB_KVL","","0.9183","0.1129",12.61,"","PEES_FK_2_MG"
"FK",2,"HG","Pediomelum_esculentum","PEES",7.9,8,7,0,4,0,98,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.43,"0.5708","6/1/22","KB_KVL","","0.8365","0.139",13.114,"","PEES_FK_2_HG"
"FK",3,"LG","Pediomelum_esculentum","PEES",6.8,4,8,0,4,0,98,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.63,"0.3542","6/1/22","KB_KVL","","0.7136","0.0878",8.652,"","PEES_FK_3_LG"
"FK",3,"MG","Pediomelum_esculentum","PEES",8.2,1,3,0,1,0,97,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.63,"0.718","6/1/22","KB_KVL","","0.3253","0.1434",14.86,"NOT LABELED ","PEES_FK_3_MG"
"FK",3,"HG","Pediomelum_esculentum","PEES",5.6,4,9,0,4,0,98,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.44,"0.5412","6/2/22","KB_KVL","","0.7578","0.1127",10.707,"","PEES_FK_3_HG"
"TB",1,"LG","Phlox_hoodia","PHHO",1.8,7,35,8,0,0,85,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.48,"0.0019","5/28/22","KB_KVL","","0.0403",NA,0.064,"","PHHO_TB_1_LG"
"TB",1,"MG","Phlox_hoodia","PHHO",5.4,5,69,0,44,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.59,"0.0032","5/28/22","KB_KVL","","0.0444","1e-05",0.11,"","PHHO_TB_1_MG"
"TB",1,"HG","Phlox_hoodia","PHHO",2.6,6,21,3,3,1,97,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","1 dead flower head",0.32,"0.0013","5/28/22","KB_KVL","","0.0094","1e-05",0.053,"","PHHO_TB_1_HG"
"TB",2,"LG","Phlox_hoodia","PHHO",2.8,11,37,0,10,1,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.28,"0.0016","5/28/22","KB_KVL","","0.0137","0.0002",0.044,"","PHHO_TB_2_LG"
"TB",2,"MG","Phlox_hoodia","PHHO",2.5,6,49,0,2,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water, 8 dead flowers",0.29,"<0.0001","5/28/22","KB_KVL","","0.0121",NA,0.019,"","PHHO_TB_2_MG"
"TB",2,"HG","Phlox_hoodia","PHHO",3.1,10,82,0,1,1,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","3 dead flowers",0.35,"0.0006","5/29/22","KB_KVL","","0.0369","1e-05",0.022,"","PHHO_TB_2_HG"
"TB",3,"LG","Phlox_hoodia","PHHO",2.7,3,94,0,0,0,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.46,"0.0008","5/29/22","KB_KVL","","0.0499","1e-05",0.032,"","PHHO_TB_3_LG"
"TB",3,"MG","Phlox_hoodia","PHHO",3.4,11,125,0,19,3,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG, 16 dead flower heads",0.37,"0.0007","5/29/22","KB_KVL","","0.0518","1e-05",0.039,"","PHHO_TB_3_MG"
"TB",3,"HG","Phlox_hoodia","PHHO",1.7,2,134,0,28,1,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.38,"0.0008","5/29/22","KB_KVL","","0.1448","1e-05",0.03,"","PHHO_TB_3_HG"
"TB",1,"LG","Picradeniopsis_oppositifolia","PIOP",9.9,1,8,0,5,0,95,"perennial","woody","C3","5/25/22","Early","KB_GT_MF_KVL","Plant from MG B1",0.62,"0.0791","5/28/22","KB_KVL","","0.1452","0.0148",1.67,"","PIOP_TB_1_LG"
"TB",1,"MG","Picradeniopsis_oppositifolia","PIOP",8.7,1,4,0,0,0,100,"perennial","woody","C3","5/25/22","Early","KB_GT_MF_KVL","",0.7,"0.978","5/28/22","KB_KVL","","0.0721","0.0166",1.928,"","PIOP_TB_1_MG"
"TB",1,"HG","Picradeniopsis_oppositifolia","PIOP",9.1,0,11,0,0,0,100,"perennial","woody","C3","5/25/22","Early","KB_GT_MF_KVL","",0.57,"0.01","5/28/22","KB_KVL","","0.0341","0.0022",0.451,"","PIOP_TB_1_HG"
"TB",2,"LG","Picradeniopsis_oppositifolia","PIOP",4.1,6,16,0,0,0,95,"perennial","woody","C3","5/26/22","Early","KB_GT_MF_KVL","",0.56,"0.022","5/28/22","KB_KVL","","0.03","0.0037",0.561,"","PIOP_TB_2_LG"
"TB",2,"MG","Picradeniopsis_oppositifolia","PIOP",5.5,3,10,0,0,0,100,"perennial","woody","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.37,"0.0042","5/28/22","KB_KVL","","0.0096","0.0009",0.281,"","PIOP_TB_2_MG"
"TB",2,"HG","Picradeniopsis_oppositifolia","PIOP",7,3,5,0,0,0,98,"perennial","woody","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2MG",0.82,"0.097","5/29/22","KB_KVL","","0.0463","0.0169",1.925,"","PIOP_TB_2_HG"
"TB",3,"LG","Picradeniopsis_oppositifolia","PIOP",NA,NA,NA,NA,NA,NA,NA,"perennial","woody","C3","5/26/22","Early","KB_GT_MF_KVL","",0.42,"0.0419","5/29/22","KB_KVL","Change # on other datasheet from MUDI to PIOP","0.0849","0.0088",1.974,"","PIOP_TB_3_LG"
"TB",3,"MG","Picradeniopsis_oppositifolia","PIOP",NA,NA,NA,NA,NA,NA,NA,"perennial","woody","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","PIOP_TB_3_MG"
"TB",3,"HG","Picradeniopsis_oppositifolia","PIOP",NA,NA,NA,NA,NA,NA,NA,"perennial","woody","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","PIOP_TB_3_HG"
"TB",1,"LG","Plantago_patagonica","PLPA",3,0,14,0,1,0,95,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.39,"0.0219","5/28/22","KB_KVL","","0.0594","0.0053",0.494,"FOUND B1LG22-3","PLPA_TB_1_LG"
"TB",1,"MG","Plantago_patagonica","PLPA",3.9,0,17,1,0,0,99,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.54,"0.0243","5/28/22","KB_KVL","","0.0477","0.0043",0.956,"FOUND B1MG22-2","PLPA_TB_1_MG"
"TB",1,"HG","Plantago_patagonica","PLPA",4.5,1,12,0,2,0,95,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","Plant came from LG B1",0.45,"0.0557","5/28/22","KB_KVL","","0.0625","0.0102",0.829,"FOUND, B1HG","PLPA_TB_1_HG"
"TB",2,"LG","Plantago_patagonica","PLPA",1.8,1,3,1,1,0,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.38,"0.016","5/28/22","KB_KVL","","0.0051","0.0022",0.354,"FOUNF B2LG","PLPA_TB_2_LG"
"TB",2,"MG","Plantago_patagonica","PLPA",4,14,46,2,2,0,97,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.59,"0.0227","5/28/22","KB_KVL","","0.1788","0.0040",0.731,"","PLPA_TB_2_MG"
"TB",2,"HG","Plantago_patagonica","PLPA",3.3,0,5,0,0,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.43,"0.0137","5/29/22","KB_KVL","","0.0106","0.0034",0.483,"FOUND B2HG22-2","PLPA_TB_2_HG"
"TB",3,"LG","Plantago_patagonica","PLPA",3.5,0,2,2,1,0,90,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.46,"0.0034","5/29/22","KB_KVL","","0.0006","1e-05",3.155,"FOUND B3LG","PLPA_TB_3_LG"
"TB",3,"MG","Plantago_patagonica","PLPA",1.9,0,5,0,1,0,99,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.3,"0.0031","5/29/22","KB_KVL","","0.0203","0.0006",0.14,"FOUND B3MG","PLPA_TB_3_MG"
"TB",3,"HG","Plantago_patagonica","PLPA",3.5,0,4,0,2,0,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.0142","5/29/22","KB_KVL","","0.0103","0.0039",0.437,"FOUND B3HG22-2","PLPA_TB_3_HG"
"FK",1,"LG","Plantago_patagonica","PLPA",4.4,0,5,5,0,0,90,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.38,"0.0151","5/30/22","KB_KVL","","0.0093","0.0031",0.484,"","PLPA_FK_1_LG"
"FK",1,"MG","Plantago_patagonica","PLPA",4,0,5,1,1,0,99,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.46,"0.0062","5/30/22","KB_KVL","","0.0074","0.0007",0.288,"","PLPA_FK_1_MG"
"FK",1,"HG","Plantago_patagonica","PLPA",3.8,1,4,1,1,0,99,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.3,"0.0103","6/1/22","KB_KVL","","0.0075","0.0018",0.367,"found","PLPA_FK_1_HG"
"FK",2,"LG","Plantago_patagonica","PLPA",3.2,0,9,3,1,0,95,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.4,"0.0087","6/1/22","KB_KVL","","0.0091","0.0016",0.336,"","PLPA_FK_2_LG"
"FK",2,"MG","Plantago_patagonica","PLPA",2.9,0,5,4,1,0,98,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.31,"0.0045","6/1/22","KB_KVL","","0.0062","0.0006",0.172,"","PLPA_FK_2_MG"
"FK",2,"HG","Plantago_patagonica","PLPA",3.4,0,4,2,1,0,95,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.32,"0.0094","6/1/22","KB_KVL","","0.0037","0.0019",0.302,"","PLPA_FK_2_HG"
"FK",3,"LG","Plantago_patagonica","PLPA",2.4,1,3,4,1,0,98,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.41,"0.0044","6/1/22","KB_KVL","","0.0036","0.0006",0.137,"","PLPA_FK_3_LG"
"FK",3,"MG","Plantago_patagonica","PLPA",3.8,0,5,3,1,0,98,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.48,"0.013","6/1/22","KB_KVL","","0.0061","0.002",0.348,"","PLPA_FK_3_MG"
"FK",3,"HG","Plantago_patagonica","PLPA",2.9,0,5,7,1,0,98,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.41,"0.0113","6/2/22","KB_KVL","","0.0049","0.0015",0.242,"","PLPA_FK_3_HG"
"TB",1,"LG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"MG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"HG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"LG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"MG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"HG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"LG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"MG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"HG","Polygonum_aviculare","POAV",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Poa_secunda","POSE",6.6,1,1,0,0,2,98,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.21,"0.0086","5/28/22","KB_KVL","","0.0014","0.0029",0.402,"","POSE_TB_1_LG"
"TB",1,"MG","Poa_secunda","POSE",5,0,2,0,0,1,98,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.35,"0.0115","5/28/22","KB_KVL","","0.0069","0.0038",0.503,"","POSE_TB_1_MG"
"TB",1,"HG","Poa_secunda","POSE",9.6,1,4,0,0,2,95,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.26,"0.0055","5/28/22","KB_KVL","","0.0062","0.0011",0.373,"","POSE_TB_1_HG"
"TB",2,"LG","Poa_secunda","POSE",6.5,0,2,0,1,0,75,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.29,"0.0195","5/28/22","KB_KVL","","0.0062","0.0066",0.792,"","POSE_TB_2_LG"
"TB",2,"MG","Poa_secunda","POSE",11.1,1,3,2,1,0,90,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.38,"0.0044","5/28/22","KB_KVL","","0.0512","0.0016",0.314,"","POSE_TB_2_MG"
"TB",2,"HG","Poa_secunda","POSE",4.7,1,2,0,0,0,95,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.24,"0.0064","5/29/22","KB_KVL","","0.0034","0.0011",0.283,"","POSE_TB_2_HG"
"TB",3,"LG","Poa_secunda","POSE",3.6,1,1,1,2,0,60,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.0067","5/29/22","KB_KVL","","0.0044","0.0021",0.418,"","POSE_TB_3_LG"
"TB",3,"MG","Poa_secunda","POSE",3.4,0,3,0,0,0,99,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.34,"0.0133","5/29/22","KB_KVL","","0.0052","0.0038",0.567,"","POSE_TB_3_MG"
"TB",3,"HG","Poa_secunda","POSE",4.8,1,3,0,1,0,95,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.22,"0.007","5/29/22","KB_KVL","","0.0311","0.0017",0.395,"","POSE_TB_3_HG"
"FK",1,"LG","Poa_secunda","POSE",5,1,1,2,0,2,75,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.27,"0.0048","5/30/22","KB_KVL","","0.0059","0.0013",0.212,"","POSE_FK_1_LG"
"FK",1,"MG","Poa_secunda","POSE",17.1,1,2,0,58,0,100,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.4,"0.0214","5/30/22","KB_KVL","","0.0151","0.0076",1.039,"","POSE_FK_1_MG"
"FK",1,"HG","Poa_secunda","POSE",4.5,1,3,0,3,0,70,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.31,"0.0088","6/1/22","KB_KVL","","0.0082","0.0027",NA,NA,NA
"FK",2,"LG","Poa_secunda","POSE",5.1,1,3,1,3,0,75,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.34,"0.0078","6/1/22","KB_KVL","","0.0101","0.0021",0.416,"","POSE_FK_2_LG"
"FK",2,"MG","Poa_secunda","POSE",4.4,0,2,0,1,0,75,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.48,"0.0115","6/1/22","KB_KVL","","0.0041","0.0034",0.412,"","POSE_FK_2_MG"
"FK",2,"HG","Poa_secunda","POSE",5.9,1,4,0,13,0,95,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.21,"0.0103","6/1/22","KB_KVL","","0.0063","0.0032",0.622,"","POSE_FK_2_HG"
"FK",3,"LG","Poa_secunda","POSE",4.6,0,2,1,5,0,90,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.34,"0.012","6/1/22","KB_KVL","","0.0036","0.0093",0.681,"","POSE_FK_3_LG"
"FK",3,"MG","Poa_secunda","POSE",4.5,1,2,1,1,0,70,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.27,"0.0054","6/1/22","KB_KVL","","0.0021","0.0017",0.188,"","POSE_FK_3_MG"
